"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"w10167317_hms","fish","fish",3,"Read","tuna","Study1","F","Study Phase2","Recall2",1826
"w1016751slc","fish ","fish",3,"Read","tuna","Study1","F","Study Phase2","Recall2",3167
"w10168496_hah","fish","fish",3,"Read","tuna","Study1","F","Study Phase2","Recall2",1316
"w10181443km","fish","fish",3,"Read","tuna","Study1","F","Study Phase2","Recall2",1629
"w10188493_yjj","","fish",3,"Read","tuna","Study1","F","Study Phase2","Recall2",817
"w10193069_sc","fish","fish",3,"Read","tuna","Study1","F","Study Phase2","Recall2",2915
"10120923LH","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1552
"10129650KM","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",2157
"10138868CH","motor","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",3210
"10163652TLW","charm","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",4987
"10177695TW","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",363
"10180633GS","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",989
"w10059303_oms","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",6352
"w10066961_rl","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",3894
"w10085218KGC","metal","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",11769
"w10099070AB","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",760
"w10099139_AB","charm","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",3825
"w10118240","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1221
"w10121373","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1791
"w10139706","strign","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",5442
"w10140719_esr","drive","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",2142
"w10141507To","meat","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",3584
"w10141560_FG","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1409
"w10141665_ljd","charm","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1679
"w10145939_jej","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1500
"w10146497_lmk","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",2225
"w10147723_ifv","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",2789
"w10154561DH","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1655
"w10157910IN","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1705
"w10161911MW","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",4827
"w10162598_SNJ","happy","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",5530
"w10166105PM","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",801
"w10167317_hms","crash","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",6324
"w1016751slc","car ","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",2178
"w10168496_hah","car","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",1360
"w10181443km","","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",880
"w10188493_yjj","luxury","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",6885
"w10193069_sc","charm","charm",3,"Read","vehicle","Study1","U","Study Phase2","Recall2",4711
"10120923LH","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",1977
"10129650KM","","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",147
"10138868CH","pay","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3022
"10163652TLW","tip","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2179
"10177695TW","pay","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3618
"10180633GS","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2705
"w10059303_oms","low","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3169
"w10066961_rl","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3867
"w10085218KGC","cash","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",10675
"w10099070AB","","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",703
"w10099139_AB","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2673
"w10118240","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3741
"w10121373","minimum","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3093
"w10139706","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",4686
"w10140719_esr","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3506
"w10141507To","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",1888
"w10141560_FG","death","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2913
"w10141665_ljd","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2125
"w10145939_jej","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2151
"w10146497_lmk","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2109
"w10147723_ifv","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2303
"w10154561DH","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2233
"w10157910IN","minimum","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",3623
"w10161911MW","pay","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",9301
"w10162598_SNJ","pay","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",6897
"w10166105PM","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",1709
"w10167317_hms","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2549
"w1016751slc","money ","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",4201
"w10168496_hah","pay","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",6902
"w10181443km","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2040
"w10188493_yjj","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",4009
"w10193069_sc","money","money",3,"Read","wage","Study1","F","Study Phase2","Recall2",2276
"10120923LH","barrell","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2449
"10129650KM","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",163
"10138868CH","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3198
"10163652TLW","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1619
"10177695TW","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",17237
"10180633GS","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3735
"w10059303_oms","belt","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1939
"w10066961_rl","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2213
"w10085218KGC","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",23359
"w10099070AB","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1041
"w10099139_AB","swerve","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",5466
"w10118240","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2551
"w10121373","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2141
"w10139706","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3734
"w10140719_esr","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2421
"w10141507To","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",4029
"w10141560_FG","car","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2740
"w10141665_ljd","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1616
"w10145939_jej","car","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1989
"w10146497_lmk","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",8636
"w10147723_ifv","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3743
"w10154561DH","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1949
"w10157910IN","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3169
"w10161911MW","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2202
"w10162598_SNJ","round","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",26688
"w10166105PM","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",659
"w10167317_hms","spin","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2590
"w1016751slc","thrid ","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3159
"w10168496_hah","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",3011
"w10181443km","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1019
"w10188493_yjj","","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",1462
"w10193069_sc","horse","horse",3,"Read","wheel","Study1","M","Study Phase2","Recall2",2976
"10120923LH","runner","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",3472
"10129650KM","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",906
"10138868CH","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4265
"10163652TLW","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",2838
"10177695TW","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",12550
"10180633GS","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",2532
"w10059303_oms","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",6852
"w10066961_rl","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",1219
"w10085218KGC","pair","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",5726
"w10099070AB","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",5765
"w10099139_AB","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",3970
"w10118240","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",2310
"w10121373","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",1332
"w10139706","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4064
"w10140719_esr","name","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",1783
"w10141507To","sentenced","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",3720
"w10141560_FG","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",2715
"w10141665_ljd","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",3288
"w10145939_jej","period","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4304
"w10146497_lmk","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",2685
"w10147723_ifv","definition","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4210
"w10154561DH","book","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",2356
"w10157910IN","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",5950
"w10161911MW","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4705
"w10162598_SNJ","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",6355
"w10166105PM","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",1372
"w10167317_hms","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4292
"w1016751slc","puzzle ","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4090
"w10168496_hah","list","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",1878
"w10181443km","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",3821
"w10188493_yjj","","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",1585
"w10193069_sc","sentence","sentence",3,"Read","word","Study1","F","Study Phase2","Recall2",4556
"10170473MP","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",906
"w10075447KJ","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2042
"w10080067GH","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",1405
"w10086872RB","class","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2960
"w10089688_jp","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",20520
"W10097113_SML","fine","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",5497
"w10126861SES","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",88
"w10131605TS","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",7541
"w10134028","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",419
"w10136835_VEH","draw","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",3827
"w10137210_zr","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",1619
"w10137367_mpc","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",132
"w10139896_iro","child","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2331
"w10141663MH","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",4713
"w10142111_AGS","painting","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",3779
"w10158214_AL","project","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",4734
"w10158561PR","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",3595
"w10163667_kg","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2668
"w10170329_cm","piece","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",5272
"w10170428_RG","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",8742
"w10171031","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",5491
"w10173870_tab","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",1128
"w10175512_hmr","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",3330
"w10179887cgs","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",83
"w10180613_ajt","","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",5775
"w10180617_ckc","piece","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2183
"w10186913_mnr","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",5236
"w10187622_dab","work","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2116
"W10193555-lhc","wolf","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",3819
"W791354JJ","work","wolf",1,"Read","art","Study2","U","Study Phase2","Recall2",2951
"10170473MP","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3258
"w10075447KJ","broze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3498
"w10080067GH","heart","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",5108
"w10086872RB","heart","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3579
"w10089688_jp","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",13371
"W10097113_SML","vein","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",4186
"w10126861SES","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",121
"w10131605TS","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",2620
"w10134028","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",140
"w10136835_VEH","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",6212
"w10137210_zr","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",24695
"w10137367_mpc","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",10
"w10139896_iro","hear","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3445
"w10141663MH","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",5439
"w10142111_AGS","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",15588
"w10158214_AL","heart","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",4378
"w10158561PR","blood","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",5604
"w10163667_kg","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",5323
"w10170329_cm","wheel","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3947
"w10170428_RG","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3933
"w10171031","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",5333
"w10173870_tab","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",1391
"w10175512_hmr","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",9608
"w10179887cgs","","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",161
"w10180613_ajt","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",12878
"w10180617_ckc","heart","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3535
"w10186913_mnr","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",6585
"w10187622_dab","vein","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",4379
"W10193555-lhc","copper","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",4593
"W791354JJ","vein","bronze",1,"Read","artery","Study2","U","Study Phase2","Recall2",3189
"10170473MP","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",878
"w10075447KJ","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",2062
"w10080067GH","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",4754
"w10086872RB","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",4156
"w10089688_jp","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",6780
"W10097113_SML","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",4727
"w10126861SES","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",217
"w10131605TS","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",4405
"w10134028","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",382
"w10136835_VEH","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",2127
"w10137210_zr","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3167
"w10137367_mpc","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",13
"w10139896_iro","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",2633
"w10141663MH","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",2503
"w10142111_AGS","cloth","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3085
"w10158214_AL","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",4581
"w10158561PR","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",6781
"w10163667_kg","clothing","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3210
"w10170329_cm","dress","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3350
"w10170428_RG","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3216
"w10171031","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",6083
"w10173870_tab","clothing","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",9458
"w10175512_hmr","clothing","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3958
"w10179887cgs","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",141
"w10180613_ajt","","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",2960
"w10180617_ckc","casual","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",3787
"w10186913_mnr","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",8869
"w10187622_dab","hard","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",5705
"W10193555-lhc","pants","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",5166
"W791354JJ","wear","clothes",1,"Read","attire","Study2","F","Study Phase2","Recall2",2314
"10170473MP","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",1078
"w10075447KJ","ball","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",1628
"w10080067GH","weave","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",3986
"w10086872RB"," shopping cart","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",64812
"w10089688_jp","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",4904
"W10097113_SML","apple","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",7453
"w10126861SES","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",191
"w10131605TS","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",1199
"w10134028","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",15043
"w10136835_VEH","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",2226
"w10137210_zr","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",7135
"w10137367_mpc","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",35
"w10139896_iro","mountain","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",5023
"w10141663MH","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",7672
"w10142111_AGS","ball","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",2050
"w10158214_AL","ball","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",14412
"w10158561PR","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",5643
"w10163667_kg","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",3624
"w10170329_cm","fruit","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",4168
"w10170428_RG","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",3708
"w10171031","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",3722
"w10173870_tab","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",4128
"w10175512_hmr","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",1381
"w10179887cgs","","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",94
"w10180613_ajt","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",8525
"w10180617_ckc","weaver","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",2672
"w10186913_mnr","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",15572
"w10187622_dab","ball","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",3843
"W10193555-lhc","oven","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",6687
"W791354JJ","ball","oven",1,"Read","basket","Study2","M","Study Phase2","Recall2",3259
"10170473MP","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",893
"w10075447KJ","sit","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2131
"w10080067GH","press","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2502
"w10086872RB","press","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2529
"w10089688_jp","hammer","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",14735
"W10097113_SML","long","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",6812
"w10126861SES","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",131
"w10131605TS","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",8458
"w10134028","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",71
"w10136835_VEH","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",1880
"w10137210_zr","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",1225
"w10137367_mpc","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",36
"w10139896_iro","warm","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2331
"w10141663MH","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",1698
"w10142111_AGS","horn","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",4642
"w10158214_AL","park","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",14815
"w10158561PR","stool","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",3419
"w10163667_kg","horn","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",4620
"w10170329_cm","children","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",6069
"w10170428_RG","press","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",5212
"w10171031","sit","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",9258
"w10173870_tab","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2458
"w10175512_hmr","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",1082
"w10179887cgs","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",101
"w10180613_ajt","horn","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",6049
"w10180617_ckc","","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2769
"w10186913_mnr","horn","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",5904
"w10187622_dab","sit","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2791
"W10193555-lhc","catch","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",8652
"W791354JJ","mark","horn",1,"Read","bench","Study2","U","Study Phase2","Recall2",2334
"10170473MP","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",877
"w10075447KJ","artery","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",2493
"w10080067GH","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",1893
"w10086872RB","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",3967
"w10089688_jp","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",2721
"W10097113_SML","tree","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",5055
"w10126861SES","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",173
"w10131605TS","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",1017
"w10134028","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",571
"w10136835_VEH","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",2643
"w10137210_zr","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",3600
"w10137367_mpc","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",23
"w10139896_iro","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",1514
"w10141663MH","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",2741
"w10142111_AGS","frie","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",3623
"w10158214_AL","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",9761
"w10158561PR","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",9494
"w10163667_kg","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",17781
"w10170329_cm","rod","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",6723
"w10170428_RG","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",12553
"w10171031","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",3004
"w10173870_tab","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",2507
"w10175512_hmr","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",4625
"w10179887cgs","","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",211
"w10180613_ajt","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",7543
"w10180617_ckc","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",4922
"w10186913_mnr","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",11649
"w10187622_dab","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",7449
