"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1"
"M20331588EH","cloth","cloth","1",1,4,"JOL","stretch","Study1","U","Study Phase2",6262,29,"Recall2"
"M20331829","colth","cloth","1",1,4,"JOL","stretch","Study1","U","Study Phase2",1989,32,"Recall2"
"M20332352SE","armstrong ","cloth","0.2",0,4,"JOL","stretch","Study1","U","Study Phase2",3082,50,"Recall2"
"M20336988","","cloth","0",0,4,"JOL","stretch","Study1","U","Study Phase2",1087,100,"Recall2"
"M20337415AM","cloth","cloth","1",1,4,"JOL","stretch","Study1","U","Study Phase2",10982,78,"Recall2"
"20326362rlg","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",2391,40,"Recall2"
"20330829","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",4539,100,"Recall2"
"M20251217_DWR","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",1947,80,"Recall2"
"M20299691_mmc","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",4432,60,"Recall2"
"M20301524_EA","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",3749,100,"Recall2"
"M20316895KC","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",2268,60,"Recall2"
"M20317687!","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",2193,50,"Recall2"
"M20320387_egh","lake","bird","0",0,4,"JOL","swan","Study1","F","Study Phase2",1932,34,"Recall2"
"M20320659RW","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",3230,84,"Recall2"
"M20323068","goose","bird","0",0,4,"JOL","swan","Study1","F","Study Phase2",2374,30,"Recall2"
"M20323408_tms","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",12126,82,"Recall2"
"M20331588EH","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",5271,30,"Recall2"
"M20331829","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",984,73,"Recall2"
"M20332352SE","song ","bird","0",0,4,"JOL","swan","Study1","F","Study Phase2",2631,30,"Recall2"
"M20336988","","bird","0",0,4,"JOL","swan","Study1","F","Study Phase2",940,100,"Recall2"
"M20337415AM","bird","bird","1",1,4,"JOL","swan","Study1","F","Study Phase2",7700,90,"Recall2"
"20326362rlg","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",2240,50,"Recall2"
"20330829","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",3951,100,"Recall2"
"M20251217_DWR","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",8749,80,"Recall2"
"M20299691_mmc","","morning","0",0,4,"JOL","temperature","Study1","U","Study Phase2",7076,20,"Recall2"
"M20301524_EA","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",4861,100,"Recall2"
"M20316895KC","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",2320,70,"Recall2"
"M20317687!","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",1248,10,"Recall2"
"M20320387_egh","hot","morning","0.142857142857143",0,4,"JOL","temperature","Study1","U","Study Phase2",5286,62,"Recall2"
"M20320659RW","morninh","morning","0.857142857142857",1,4,"JOL","temperature","Study1","U","Study Phase2",3259,86,"Recall2"
"M20323068","heat","morning","0",0,4,"JOL","temperature","Study1","U","Study Phase2",2087,70,"Recall2"
"M20323408_tms","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",13629,22,"Recall2"
"M20331588EH","room","morning","0.428571428571429",0,4,"JOL","temperature","Study1","U","Study Phase2",8142,30,"Recall2"
"M20331829","high","morning","0.285714285714286",0,4,"JOL","temperature","Study1","U","Study Phase2",998,37,"Recall2"
"M20332352SE","sean paul ","morning","0.1",0,4,"JOL","temperature","Study1","U","Study Phase2",2698,40,"Recall2"
"M20336988","","morning","0",0,4,"JOL","temperature","Study1","U","Study Phase2",1259,100,"Recall2"
"M20337415AM","morning","morning","1",1,4,"JOL","temperature","Study1","U","Study Phase2",14116,80,"Recall2"
"20326362rlg","mouth","hair","0.2",0,4,"JOL","tooth","Study1","M","Study Phase2",2312,20,"Recall2"
"20330829","hair","hair","1",1,4,"JOL","tooth","Study1","M","Study Phase2",4261,70,"Recall2"
"M20251217_DWR","hair","hair","1",1,4,"JOL","tooth","Study1","M","Study Phase2",3520,80,"Recall2"
"M20299691_mmc","hair","hair","1",1,4,"JOL","tooth","Study1","M","Study Phase2",2587,40,"Recall2"
"M20301524_EA","","hair","0",0,4,"JOL","tooth","Study1","M","Study Phase2",4185,50,"Recall2"
"M20316895KC","bite","hair","0.25",0,4,"JOL","tooth","Study1","M","Study Phase2",2922,40,"Recall2"
"M20317687!","ache","hair","0.5",0,4,"JOL","tooth","Study1","M","Study Phase2",1113,30,"Recall2"
"M20320387_egh","","hair","0",0,4,"JOL","tooth","Study1","M","Study Phase2",3757,68,"Recall2"
"M20320659RW","clean","hair","0.2",0,4,"JOL","tooth","Study1","M","Study Phase2",4361,23,"Recall2"
"M20323068","fairy","hair","0.6",0,4,"JOL","tooth","Study1","M","Study Phase2",10278,50,"Recall2"
"M20323408_tms","hair","hair","1",1,4,"JOL","tooth","Study1","M","Study Phase2",10702,47,"Recall2"
"M20331588EH","hair","hair","1",1,4,"JOL","tooth","Study1","M","Study Phase2",7836,50,"Recall2"
"M20331829","white","hair","0.4",0,4,"JOL","tooth","Study1","M","Study Phase2",791,40,"Recall2"
"M20332352SE","fairy ","hair","0.5",0,4,"JOL","tooth","Study1","M","Study Phase2",3056,0,"Recall2"
"M20336988","","hair","0",0,4,"JOL","tooth","Study1","M","Study Phase2",1420,100,"Recall2"
"M20337415AM","hair","hair","1",1,4,"JOL","tooth","Study1","M","Study Phase2",6376,60,"Recall2"
"20326362rlg","green","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",2155,40,"Recall2"
"20330829","syrup","syrup","1",1,4,"JOL","tree","Study1","M","Study Phase2",6291,70,"Recall2"
"M20251217_DWR","syrup","syrup","1",1,4,"JOL","tree","Study1","M","Study Phase2",4908,90,"Recall2"
"M20299691_mmc","syrup","syrup","1",1,4,"JOL","tree","Study1","M","Study Phase2",2301,30,"Recall2"
"M20301524_EA","green","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",6913,11,"Recall2"
"M20316895KC","green","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",2369,10,"Recall2"
"M20317687!","green","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",996,50,"Recall2"
"M20320387_egh","green","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",2955,75,"Recall2"
"M20320659RW","woof","syrup","0",0,4,"JOL","tree","Study1","M","Study Phase2",13869,12,"Recall2"
"M20323068","paper","syrup","0.4",0,4,"JOL","tree","Study1","M","Study Phase2",3898,40,"Recall2"
"M20323408_tms","syrup","syrup","1",1,4,"JOL","tree","Study1","M","Study Phase2",9226,42,"Recall2"
"M20331588EH","nut","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",6438,10,"Recall2"
"M20331829","green","syrup","0.2",0,4,"JOL","tree","Study1","M","Study Phase2",890,49,"Recall2"
"M20332352SE","forest ","syrup","0.285714285714286",0,4,"JOL","tree","Study1","M","Study Phase2",2242,30,"Recall2"
"M20336988","","syrup","0",0,4,"JOL","tree","Study1","M","Study Phase2",3251,100,"Recall2"
"M20337415AM","syrup","syrup","1",1,4,"JOL","tree","Study1","M","Study Phase2",10661,78,"Recall2"
"20326362rlg","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",2167,60,"Recall2"
"20330829","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",5095,100,"Recall2"
"M20251217_DWR","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",2841,90,"Recall2"
"M20299691_mmc","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",3345,60,"Recall2"
"M20301524_EA","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",2995,100,"Recall2"
"M20316895KC","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",1885,70,"Recall2"
"M20317687!","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",1996,50,"Recall2"
"M20320387_egh","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",16912,84,"Recall2"
"M20320659RW","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",5769,89,"Recall2"
"M20323068","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",9161,10,"Recall2"
"M20323408_tms","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",13773,89,"Recall2"
"M20331588EH","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",6209,100,"Recall2"
"M20331829","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",1117,49,"Recall2"
"M20332352SE","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",4719,90,"Recall2"
"M20336988","","fish","0",0,4,"JOL","tuna","Study1","F","Study Phase2",1810,100,"Recall2"
"M20337415AM","fish","fish","1",1,4,"JOL","tuna","Study1","F","Study Phase2",9468,100,"Recall2"
"20326362rlg","car","charm","0.6",0,4,"JOL","vehicle","Study1","U","Study Phase2",1852,30,"Recall2"
"20330829","charm","charm","1",1,4,"JOL","vehicle","Study1","U","Study Phase2",5581,100,"Recall2"
"M20251217_DWR","","charm","0",0,4,"JOL","vehicle","Study1","U","Study Phase2",2014,50,"Recall2"
"M20299691_mmc","charm","charm","1",1,4,"JOL","vehicle","Study1","U","Study Phase2",6323,60,"Recall2"
"M20301524_EA","","charm","0",0,4,"JOL","vehicle","Study1","U","Study Phase2",3480,0,"Recall2"
"M20316895KC","car","charm","0.6",0,4,"JOL","vehicle","Study1","U","Study Phase2",36601,10,"Recall2"
"M20317687!","car","charm","0.6",0,4,"JOL","vehicle","Study1","U","Study Phase2",925,40,"Recall2"
"M20320387_egh","happy","charm","0.4",0,4,"JOL","vehicle","Study1","U","Study Phase2",3225,38,"Recall2"
"M20320659RW","happy","charm","0.4",0,4,"JOL","vehicle","Study1","U","Study Phase2",7012,10,"Recall2"
"M20323068","drive","charm","0.2",0,4,"JOL","vehicle","Study1","U","Study Phase2",1678,5,"Recall2"
"M20323408_tms","charm","charm","1",1,4,"JOL","vehicle","Study1","U","Study Phase2",21233,25,"Recall2"
"M20331588EH","charm","charm","1",1,4,"JOL","vehicle","Study1","U","Study Phase2",5067,50,"Recall2"
"M20331829","ride","charm","0.2",0,4,"JOL","vehicle","Study1","U","Study Phase2",689,82,"Recall2"
"M20332352SE","car ","charm","0.6",0,4,"JOL","vehicle","Study1","U","Study Phase2",1681,10,"Recall2"
"M20336988","","charm","0",0,4,"JOL","vehicle","Study1","U","Study Phase2",1267,100,"Recall2"
"M20337415AM","charm","charm","1",1,4,"JOL","vehicle","Study1","U","Study Phase2",8842,50,"Recall2"
"20326362rlg","minnin","money","0.333333333333333",0,4,"JOL","wage","Study1","F","Study Phase2",3718,60,"Recall2"
"20330829","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",6803,100,"Recall2"
"M20251217_DWR","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",2300,90,"Recall2"
"M20299691_mmc","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",17774,70,"Recall2"
"M20301524_EA","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",7899,80,"Recall2"
"M20316895KC","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",2864,70,"Recall2"
"M20317687!","money ","money","0.833333333333333",1,4,"JOL","wage","Study1","F","Study Phase2",1122,40,"Recall2"
"M20320387_egh","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",12060,31,"Recall2"
"M20320659RW","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",6394,78,"Recall2"
"M20323068","job","money","0.2",0,4,"JOL","wage","Study1","F","Study Phase2",3348,60,"Recall2"
"M20323408_tms","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",5762,57,"Recall2"
"M20331588EH","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",4240,90,"Recall2"
"M20331829","rage","money","0.2",0,4,"JOL","wage","Study1","F","Study Phase2",679,59,"Recall2"
"M20332352SE","gap ","money","0",0,4,"JOL","wage","Study1","F","Study Phase2",2888,80,"Recall2"
"M20336988","","money","0",0,4,"JOL","wage","Study1","F","Study Phase2",1097,100,"Recall2"
"M20337415AM","money","money","1",1,4,"JOL","wage","Study1","F","Study Phase2",4815,100,"Recall2"
"20326362rlg","over","quiet","0.2",0,4,"JOL","war","Study1","M","Study Phase2",3177,30,"Recall2"
"20330829","quiet","quiet","1",1,4,"JOL","war","Study1","M","Study Phase2",15432,100,"Recall2"
"M20251217_DWR","quiet","quiet","1",1,4,"JOL","war","Study1","M","Study Phase2",2158,70,"Recall2"
"M20299691_mmc","","quiet","0",0,4,"JOL","war","Study1","M","Study Phase2",3576,70,"Recall2"
"M20301524_EA","","quiet","0",0,4,"JOL","war","Study1","M","Study Phase2",6296,70,"Recall2"
"M20316895KC","quiet","quiet","1",1,4,"JOL","war","Study1","M","Study Phase2",3278,30,"Recall2"
"M20317687!","crime","quiet","0.4",0,4,"JOL","war","Study1","M","Study Phase2",1908,50,"Recall2"
"M20320387_egh","","quiet","0",0,4,"JOL","war","Study1","M","Study Phase2",3871,32,"Recall2"
"M20320659RW","quiet","quiet","1",1,4,"JOL","war","Study1","M","Study Phase2",5263,93,"Recall2"
"M20323068","time","quiet","0.6",0,4,"JOL","war","Study1","M","Study Phase2",2052,30,"Recall2"
"M20323408_tms","quiet","quiet","1",1,4,"JOL","war","Study1","M","Study Phase2",9767,47,"Recall2"
"M20331588EH","silent ","quiet","0.428571428571429",0,4,"JOL","war","Study1","M","Study Phase2",6450,40,"Recall2"
"M20331829","fight","quiet","0.4",0,4,"JOL","war","Study1","M","Study Phase2",1069,29,"Recall2"
"M20332352SE","peace ","quiet","0.166666666666667",0,4,"JOL","war","Study1","M","Study Phase2",3691,20,"Recall2"
"M20336988","","quiet","0",0,4,"JOL","war","Study1","M","Study Phase2",1360,100,"Recall2"
"M20337415AM","quiet","quiet","1",1,4,"JOL","war","Study1","M","Study Phase2",12654,90,"Recall2"
"20326362rlg","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",2544,40,"Recall2"
"20330829","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",3522,70,"Recall2"
"M20251217_DWR","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",2585,100,"Recall2"
"M20299691_mmc","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",5328,80,"Recall2"
"M20301524_EA","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",9593,100,"Recall2"
"M20316895KC","ring","finger","0.666666666666667",0,4,"JOL","wedding","Study1","M","Study Phase2",3805,50,"Recall2"
"M20317687!","ring ","finger","0.666666666666667",0,4,"JOL","wedding","Study1","M","Study Phase2",4408,40,"Recall2"
"M20320387_egh","rings","finger","0.666666666666667",0,4,"JOL","wedding","Study1","M","Study Phase2",3728,99,"Recall2"
"M20320659RW","ring","finger","0.666666666666667",0,4,"JOL","wedding","Study1","M","Study Phase2",2511,90,"Recall2"
"M20323068","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",12228,30,"Recall2"
"M20323408_tms","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",14388,73,"Recall2"
"M20331588EH","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",5504,100,"Recall2"
"M20331829","day","finger","0",0,4,"JOL","wedding","Study1","M","Study Phase2",797,60,"Recall2"
"M20332352SE","singer ","finger","0.714285714285714",0,4,"JOL","wedding","Study1","M","Study Phase2",2500,80,"Recall2"
"M20336988","w","finger","0",0,4,"JOL","wedding","Study1","M","Study Phase2",2601,0,"Recall2"
"M20337415AM","finger","finger","1",1,4,"JOL","wedding","Study1","M","Study Phase2",9061,90,"Recall2"
"20326362rlg","hard","sentence","0",0,4,"JOL","word","Study1","F","Study Phase2",2581,40,"Recall2"
"20330829","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",25171,100,"Recall2"
"M20251217_DWR","","sentence","0",0,4,"JOL","word","Study1","F","Study Phase2",3730,90,"Recall2"
"M20299691_mmc","","sentence","0",0,4,"JOL","word","Study1","F","Study Phase2",6750,60,"Recall2"
"M20301524_EA","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",3395,100,"Recall2"
"M20316895KC","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",2321,70,"Recall2"
"M20317687!","search","sentence","0.375",0,4,"JOL","word","Study1","F","Study Phase2",2577,40,"Recall2"
"M20320387_egh","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",13879,98,"Recall2"
"M20320659RW","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",6029,68,"Recall2"
"M20323068","letter","sentence","0.375",0,4,"JOL","word","Study1","F","Study Phase2",22114,70,"Recall2"
"M20323408_tms","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",11718,78,"Recall2"
"M20331588EH","sentence ","sentence","0.888888888888889",1,4,"JOL","word","Study1","F","Study Phase2",5469,100,"Recall2"
"M20331829","play","sentence","0",0,4,"JOL","word","Study1","F","Study Phase2",708,59,"Recall2"
"M20332352SE","document ","sentence","0.444444444444444",0,4,"JOL","word","Study1","F","Study Phase2",2604,100,"Recall2"
"M20336988","","sentence","0",0,4,"JOL","word","Study1","F","Study Phase2",2739,100,"Recall2"
"M20337415AM","sentence","sentence","1",1,4,"JOL","word","Study1","F","Study Phase2",5196,100,"Recall2"
"20319692CL","wolf","wolf","1",1,2,"JOL","art","Study2","U","Study Phase2",2804,4,"Recall2"
"M20277369_edm","sculpt ","wolf","0.142857142857143",0,2,"JOL","art","Study2","U","Study Phase2",24239,34,"Recall2"
"M20288446A.T","wolf","wolf","1",1,2,"JOL","art","Study2","U","Study Phase2",2107,0,"Recall2"
"M20300061AA","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",1463,1,"Recall2"
"M20310057","show","wolf","0.5",0,2,"JOL","art","Study2","U","Study Phase2",3112,70,"Recall2"
"M20317488_EBS","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",1221,42,"Recall2"
"M20317869CDT","horse","wolf","0.2",0,2,"JOL","art","Study2","U","Study Phase2",2650,10,"Recall2"
"M20319488_IDH","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",3525,37,"Recall2"
"M20322318","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",2059,10,"Recall2"
"M20330812","wolf","wolf","1",1,2,"JOL","art","Study2","U","Study Phase2",22616,0,"Recall2"
"M20331863_TL","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",1940,10,"Recall2"
"M20332017!DJ","work","wolf","0.5",0,2,"JOL","art","Study2","U","Study Phase2",1719,30,"Recall2"
"M20333447_MHT","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",4299,0,"Recall2"
"M20333764_CG","make","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",5159,15,"Recall2"
"M20335355MK","wolf","wolf","1",1,2,"JOL","art","Study2","U","Study Phase2",3720,5,"Recall2"
"M20336507_mmh","walk","wolf","0.5",0,2,"JOL","art","Study2","U","Study Phase2",2418,30,"Recall2"
"M20338115","design","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",1790,45,"Recall2"
"M20342696ED","wolf","wolf","1",1,2,"JOL","art","Study2","U","Study Phase2",79624,36,"Recall2"
"M20344322","wolf","wolf","1",1,2,"JOL","art","Study2","U","Study Phase2",5509,70,"Recall2"
"M2O324775JER","","wolf","0",0,2,"JOL","art","Study2","U","Study Phase2",2035,70,"Recall2"
"20319692CL","black","bronze","0.166666666666667",0,2,"JOL","artery","Study2","U","Study Phase2",3731,1,"Recall2"
"M20277369_edm","","bronze","0",0,2,"JOL","artery","Study2","U","Study Phase2",4255,12,"Recall2"
"M20288446A.T","heart","bronze","0.333333333333333",0,2,"JOL","artery","Study2","U","Study Phase2",2297,0,"Recall2"
"M20300061AA","","bronze","0",0,2,"JOL","artery","Study2","U","Study Phase2",1462,1,"Recall2"
"M20310057","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",7127,40,"Recall2"
"M20317488_EBS","clot","bronze","0.166666666666667",0,2,"JOL","artery","Study2","U","Study Phase2",2754,34,"Recall2"
"M20317869CDT","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",4847,40,"Recall2"
"M20319488_IDH","knee","bronze","0.333333333333333",0,2,"JOL","artery","Study2","U","Study Phase2",5660,38,"Recall2"
"M20322318","","bronze","0",0,2,"JOL","artery","Study2","U","Study Phase2",2292,10,"Recall2"
"M20330812","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",32645,50,"Recall2"
"M20331863_TL","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",1460,10,"Recall2"
"M20332017!DJ","door","bronze","0.333333333333333",0,2,"JOL","artery","Study2","U","Study Phase2",2017,50,"Recall2"
"M20333447_MHT","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",1506,100,"Recall2"
"M20333764_CG","weight","bronze","0.166666666666667",0,2,"JOL","artery","Study2","U","Study Phase2",4941,0,"Recall2"
"M20335355MK","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",3031,100,"Recall2"
"M20336507_mmh","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",3425,40,"Recall2"
"M20338115","","bronze","0",0,2,"JOL","artery","Study2","U","Study Phase2",7199,34,"Recall2"
"M20342696ED","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",4273,76,"Recall2"
"M20344322","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",9747,10,"Recall2"
"M2O324775JER","bronze","bronze","1",1,2,"JOL","artery","Study2","U","Study Phase2",4673,80,"Recall2"
"20319692CL","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",1997,100,"Recall2"
"M20277369_edm","clothes ","clothes","0.875",1,2,"JOL","attire","Study2","F","Study Phase2",3624,12,"Recall2"
"M20288446A.T","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",3495,100,"Recall2"
"M20300061AA","","clothes","0",0,2,"JOL","attire","Study2","F","Study Phase2",1918,90,"Recall2"
"M20310057","clothing","clothes","0.625",0,2,"JOL","attire","Study2","F","Study Phase2",3821,50,"Recall2"
"M20317488_EBS","dress","clothes","0.285714285714286",0,2,"JOL","attire","Study2","F","Study Phase2",3484,58,"Recall2"
"M20317869CDT","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",3366,70,"Recall2"
"M20319488_IDH","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",6615,70,"Recall2"
"M20322318","chloths","clothes","0.857142857142857",1,2,"JOL","attire","Study2","F","Study Phase2",2272,40,"Recall2"
"M20330812","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",6961,100,"Recall2"
"M20331863_TL","pants","clothes","0.285714285714286",0,2,"JOL","attire","Study2","F","Study Phase2",4036,14,"Recall2"
"M20332017!DJ","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",2119,22,"Recall2"
"M20333447_MHT","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",1851,100,"Recall2"
"M20333764_CG","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",4041,50,"Recall2"
"M20335355MK","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",4067,100,"Recall2"
"M20336507_mmh","wear","clothes","0.142857142857143",0,2,"JOL","attire","Study2","F","Study Phase2",860,60,"Recall2"
"M20338115","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",4443,46,"Recall2"
"M20342696ED","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",3576,52,"Recall2"
"M20344322","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",9097,90,"Recall2"
"M2O324775JER","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",1899,75,"Recall2"
"20319692CL","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",3824,0,"Recall2"
"M20277369_edm","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",4906,22,"Recall2"
"M20288446A.T","warm","horn","0.25",0,2,"JOL","bench","Study2","U","Study Phase2",962,0,"Recall2"
"M20300061AA","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",1899,20,"Recall2"
"M20310057","horn","horn","1",1,2,"JOL","bench","Study2","U","Study Phase2",36062,60,"Recall2"
"M20317488_EBS","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",2659,32,"Recall2"
"M20317869CDT","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",3109,10,"Recall2"
"M20319488_IDH","warm","horn","0.25",0,2,"JOL","bench","Study2","U","Study Phase2",4375,35,"Recall2"
"M20322318","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",4523,40,"Recall2"
"M20330812","horn","horn","1",1,2,"JOL","bench","Study2","U","Study Phase2",18236,50,"Recall2"
"M20331863_TL","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",10269,22,"Recall2"
"M20332017!DJ","seat","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",1393,30,"Recall2"
"M20333447_MHT","horn","horn","1",1,2,"JOL","bench","Study2","U","Study Phase2",2191,20,"Recall2"
"M20333764_CG","sit","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",2711,0,"Recall2"
"M20335355MK","horn","horn","1",1,2,"JOL","bench","Study2","U","Study Phase2",4186,2,"Recall2"
"M20336507_mmh","out","horn","0.25",0,2,"JOL","bench","Study2","U","Study Phase2",3500,40,"Recall2"
"M20338115","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",3175,35,"Recall2"
"M20342696ED","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",2664,32,"Recall2"
"M20344322","horn","horn","1",1,2,"JOL","bench","Study2","U","Study Phase2",6424,100,"Recall2"
"M2O324775JER","horn","horn","1",1,2,"JOL","bench","Study2","U","Study Phase2",3545,70,"Recall2"
"20319692CL","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",3764,78,"Recall2"
"M20277369_edm","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",3002,55,"Recall2"
"M20288446A.T","luck","fire","0",0,2,"JOL","blaze","Study2","F","Study Phase2",1180,0,"Recall2"
"M20300061AA","hot","fire","0",0,2,"JOL","blaze","Study2","F","Study Phase2",1366,1,"Recall2"
"M20310057","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",13222,85,"Recall2"
"M20317488_EBS","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",2101,92,"Recall2"
"M20317869CDT","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",4014,80,"Recall2"
"M20319488_IDH","hot","fire","0",0,2,"JOL","blaze","Study2","F","Study Phase2",5718,64,"Recall2"
"M20322318","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",1713,50,"Recall2"
"M20330812","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",16465,100,"Recall2"
